RECTYPE,LEA,ESTAB,SCHNAME,URN,ICLOSE,NFTYPE,TPUP,ATT8SCR,P8MEA,P8CILOW,P8CIUPP,PTEBACC_E_PTQ_EE,PTEBACC_95,PTL2BASICS_95,PTEBACC_94,PTL2BASICS_94,PT5EM_94
2,896,7108,Oaklands School,111504,0,CYS,28,3.8,-1.37,-1.85,-0.9,0%,0%,0%,0%,0%,0%
1,896,4001,Hartford Church of England High School,138148,0,VA,160,45.7,0.02,-0.17,0.22,69%,28%,33%,34%,66%,64%
1,908,4001,Fowey River Academy,140836,0,AC,107,47.6,-0.05,-0.28,0.19,50%,27%,42%,28%,59%,55%
1,908,4164,Mullion School,112058,0,FD,99,49.1,0.4,0.15,0.65,33%,20%,44%,22%,65%,64%
1,908,4150,Budehaven Community School,112045,0,FD,161,44.9,-0.21,-0.4,-0.02,43%,19%,45%,19%,73%,65%
1,908,4144,Torpoint Community College,112041,0,FD,111,43.1,-0.41,-0.64,-0.18,11%,7%,29%,10%,69%,60%
2,908,7004,Curnow School,143166,0,ACCS,6,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE
1,908,4165,Newquay Tretherras,136533,0,ACC,282,45.9,-0.22,-0.36,-0.07,26%,13%,38%,13%,60%,59%
2,908,6096,T Plus Centre (Taliesin Education),135405,0,INDSPEC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,908,4168,Looe Community Academy,137839,0,ACC,99,41.2,0.23,-0.02,0.47,41%,19%,37%,20%,53%,47%
1,908,4135,Treviglas Community College,112038,0,CY,147,37.4,-0.84,-1.05,-0.63,7%,3%,23%,3%,46%,42%
1,908,4141,Sir James Smith's Community School,112039,0,FD,90,45,0.26,-0.01,0.52,36%,18%,34%,21%,59%,58%
1,908,4000,St Ives School,140675,0,AC,120,48,0.04,-0.19,0.27,11%,9%,49%,9%,68%,67%
1,908,6080,Truro High School,112077,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,908,4002,Callington Community College,143649,0,ACC, , , , , , , , , , , 
1,908,6089,St Piran's School (Gb) Ltd,112082,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,908,4143,Saltash.net community school,136575,0,ACC,227,38.8,-0.43,-0.6,-0.27,20%,11%,27%,11%,46%,43%
2,908,7005,Nancealverne School,143167,0,ACCS,5,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,908,4162,The Roseland Academy,136572,0,ACC,117,55.5,0.85,0.63,1.08,34%,21%,50%,24%,79%,79%
1,908,4167,Liskeard School and Community College,112061,0,FD,149,43.1,-0.19,-0.39,0.01,20%,12%,34%,14%,57%,52%
1,908,4171,Hayle Community School,112065,0,CY,128,45.6,-0.19,-0.4,0.03,23%,15%,30%,16%,50%,50%
1,908,4163,Pool Academy,136614,0,ACC,156,43.6,-0.37,-0.57,-0.17,35%,13%,32%,16%,60%,54%
1,908,6040,St Joseph's School,112071,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,908,6003,Oak Tree School,140942,0,INDSPEC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,908,4149,Penryn College,136852,0,ACC,211,50,0.44,0.27,0.61,18%,13%,50%,14%,72%,71%
1,908,4152,Falmouth School,137223,0,ACC,162,50.6,0.48,0.29,0.68,40%,22%,49%,22%,63%,63%
2,908,7002,Pencalenick School,137478,0,ACCS,24,1.8,-1.61,-2.13,-1.1,0%,0%,0%,0%,0%,0%
1,908,4172,Mounts Bay Academy,136873,0,ACC,179,46.6,0.05,-0.13,0.24,73%,21%,33%,25%,51%,50%
1,908,4166,Penair School,136567,0,ACC,166,49.2,0.04,-0.15,0.23,28%,22%,49%,22%,69%,67%
1,908,4153,Wadebridge School,138024,0,ACC,190,46.1,-0.34,-0.52,-0.16,31%,15%,33%,18%,61%,60%
1,908,4154,Bodmin College,136383,0,ACC,211,40.3,-0.16,-0.33,0.01,24%,12%,23%,14%,42%,42%
1,908,4159,Redruth School,112054,0,FD,140,49,0.32,0.11,0.53,15%,11%,39%,11%,66%,64%
1,908,4156,Penrice Academy,136573,0,ACC,266,50.4,0.13,-0.01,0.28,23%,17%,50%,18%,74%,73%
2,908,7003,Doubletrees School,112085,0,CYS,10,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE
1,908,4169,Cape Cornwall School,112063,0,FD,53,37.8,-0.64,-0.98,-0.3,26%,13%,30%,13%,55%,55%
4,908, , , , , ,5147,45.4,-0.03,-0.07,0,30.60%,15.70%,37.70%,17.40%,60.00%,57.90%
1,908,4146,Helston Community College,112043,0,FD,199,47.4,0.02,-0.15,0.2,20%,12%,42%,14%,64%,62%
1,908,4160,Richard Lander School,112055,0,CY,260,49,0.14,-0.02,0.29,32%,20%,43%,25%,70%,67%
1,908,4157,Poltair School,112052,0,FD,136,42.8,0.1,-0.11,0.31,32%,10%,25%,11%,48%,48%
1,908,4009,Launceston College,139155,0,ACC,222,46.5,-0.04,-0.21,0.12,71%,29%,44%,33%,60%,58%
1,908,4173,Humphry Davy School,112067,0,FD,115,42.5,-0.06,-0.3,0.17,17%,8%,30%,10%,58%,56%
1,908,4158,Camborne Science and International Academy,136524,0,ACC,238,47.1,0.21,0.05,0.37,32%,17%,34%,18%,59%,58%
1,908,6079,Truro School,112076,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,908,4155,Brannel School,112050,0,FD,135,40.9,-0.21,-0.42,0,29%,12%,32%,13%,55%,53%
1,909,6908,Furness Academy,135940,0,AC,159,40.2,-0.21,-0.41,-0.02,3%,3%,21%,3%,48%,47%
1,909,5414,Keswick School,136902,0,ACC,177,53.6,0.14,-0.05,0.33,49%,32%,58%,36%,82%,80%
1,909,4060,Settlebeck High School,137269,0,ACC,30,47,-0.24,-0.7,0.22,17%,17%,47%,17%,77%,77%
2,909,6056,Kirby Moor School,135410,0,INDSPEC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,909,4011,Samuel King's School,112378,0,FD,17,46.7,0.64,0.05,1.23,41%,29%,47%,35%,71%,65%
2,909,7001,George Hastwell School Special Academy,141993,0,ACS,6,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE
1,909,5412,William Howard School,137252,0,ACC,251,47.7,0.11,-0.04,0.27,31%,19%,49%,20%,71%,65%
1,909,4008,Solway Community Technology College,112377,0,CY,31,28.7,-1.28,-1.72,-0.84,10%,3%,16%,3%,32%,23%
1,909,5410,Cartmel Priory CofE School,137338,0,ACC,68,48.3,0.23,-0.07,0.53,10%,9%,50%,9%,72%,66%
1,909,6905,Richard Rose Morton Academy,135620,0,AC,127,47.9,0.09,-0.13,0.3,24%,9%,37%,11%,60%,59%
1,909,6026,Sedbergh School,112451,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,909,7022,James Rennie School,112468,0,CYS,10,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE
1,909,5405,Dallam School,137205,0,ACC,139,48.8,-0.12,-0.34,0.1,40%,23%,43%,26%,74%,71%
2,909,7002,Mayfield School,112464,0,CYS,19,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE
1,909,6001,Lime House School,112442,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,909,4104,Netherhall School,112382,0,CY,98,42.3,-0.25,-0.5,-0.01,46%,20%,28%,23%,49%,46%
2,909,6050,Eden Park Academy,132112,0,INDSPEC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,909,4103,Cockermouth School,142306,0,ACC,215,50.5,0.05,-0.12,0.22,48%,31%,51%,36%,77%,74%
2,909,6027,Oversands School,112452,0,INDSPEC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,909, , , , , ,4948,45.9,-0.14,-0.17,-0.1,33.20%,17.70%,41.50%,19.70%,65.20%,61.90%
1,909,5411,Queen Elizabeth School,136357,0,ACC,224,52,0.06,-0.1,0.23,50%,32%,57%,35%,80%,75%
1,909,5413,Caldew School,137254,0,ACC,170,42.7,-0.24,-0.42,-0.05,59%,19%,36%,21%,59%,55%
1,909,5400,Kirkbie Kendal School,136671,0,ACC,108,47,0,-0.24,0.24,23%,19%,48%,20%,64%,60%
1,909,4622,St Benedict's Catholic High School,112398,0,VA,155,41.6,-0.4,-0.59,-0.2,15%,6%,32%,8%,54%,50%
1,909,4007,Workington Academy,141499,0,AC,130,41,-0.37,-0.59,-0.16,36%,14%,34%,18%,66%,56%
1,909,4501,The Nelson Thomlinson School,112397,0,VC,217,50.5,0.12,-0.05,0.28,48%,30%,53%,33%,76%,75%
1,909,5404,The Queen Katherine School,136526,0,ACC,203,48.9,0.1,-0.07,0.28,30%,21%,47%,22%,67%,64%
1,909,4056,The Lakes School,112379,0,CY,73,42.8,-0.26,-0.54,0.03,25%,11%,34%,11%,60%,55%
2,909,6054,Cambian Whinfell School,134781,0,INDSPEC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,909,6025,Chetwynde School,141106,0,F,55,46,-0.5,-0.89,-0.11,58%,24%,33%,33%,62%,62%
1,909,4003,Walney School,141041,0,AC,139,36,-0.86,-1.07,-0.66,16%,6%,16%,9%,41%,40%
1,909,4634,St Bernard's Catholic High School,112400,0,VA,165,46.9,-0.16,-0.35,0.03,6%,5%,50%,5%,71%,68%
1,909,4150,Dowdales School,112383,0,CY,209,46,-0.14,-0.31,0.02,19%,14%,43%,16%,65%,63%
2,909,6053,Wings School,134191,0,INDSPEC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,909,5407,Appleby Grammar School,137251,0,ACC,75,38,-0.51,-0.8,-0.22,47%,17%,29%,17%,53%,43%
1,909,4002,Energy Coast UTC,140600,0,UTC,119,44.4,-0.3,-0.52,-0.08,66%,8%,31%,11%,69%,66%
1,909,4001,Beacon Hill Community School,112375,0,CY,35,35.4,-0.6,-1.01,-0.19,17%,9%,20%,9%,46%,34%
1,909,6008,Windermere School,112446,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,909,6906,Richard Rose Central Academy,135621,0,AC,113,43.4,0.09,-0.15,0.33,12%,4%,27%,4%,48%,47%
2,909,6044,Underley Garden School,112461,0,INDSPEC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,909,5406,Kirkby Stephen Grammar School,137107,0,ACC,55,45.8,-0.13,-0.46,0.2,5%,4%,36%,4%,71%,65%
1,909,5402,Trinity School,137369,0,ACC,237,44.8,-0.35,-0.51,-0.19,36%,18%,35%,22%,61%,59%
1,909,4810,"St Joseph's Catholic High School, Business and Enterprise College",112401,0,VA,92,41.6,-0.23,-0.49,0.02,42%,15%,27%,16%,58%,58%
1,909,5401,Queen Elizabeth Grammar School Penrith,136732,0,ACC,126,63.2,-0.11,-0.34,0.12,87%,67%,94%,68%,98%,95%
1,909,4630,Newman Catholic School,112399,0,VA,95,48.8,0.3,0.05,0.55,21%,7%,43%,8%,59%,59%
1,909,4204,Millom School,112388,0,CY,82,47.4,-0.11,-0.38,0.16,1%,1%,49%,1%,67%,66%
2,909,7013,Sandside Lodge School,112466,0,CYS,9,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE
1,909,4310,Ullswater Community College,112393,0,FD,218,45,0.09,-0.08,0.26,11%,8%,37%,9%,65%,60%
1,909,4000,The Whitehaven Academy,140406,0,AC,97,30.9,-1.4,-1.65,-1.15,24%,5%,11%,8%,33%,26%
1,909,6907,West Lakes Academy,135632,0,AC,152,51.2,0.3,0.1,0.49,66%,26%,49%,26%,71%,71%
1,909,6032,Austin Friars,112453,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,909,4152,Ulverston Victoria High School,112385,0,CY,205,49.9,-0.15,-0.32,0.02,35%,23%,53%,25%,78%,75%
2,909,6097,Progress Schools Ltd,135555,0,INDSPEC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,909,4013,Queen Elizabeth Studio School,143749,0,SS, , , , , , , , , , , 
2,909,7006,Sandgate School,112465,0,CYS,9,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE
1,909,4151,John Ruskin School,112384,0,CY,32,51.1,0.73,0.29,1.17,34%,13%,34%,19%,78%,75%
1,916,5412,Chosen Hill School,136623,0,ACC,231,45.3,-0.24,-0.4,-0.08,18%,11%,42%,13%,68%,65%
1,916,5401,Marling School,137123,0,ACC,126,68.1,0.41,0.19,0.64,74%,61%,94%,61%,100%,99%
1,916,5410,The Cotswold Academy,136292,0,ACC,195,54.5,0.08,-0.11,0.26,62%,54%,62%,56%,76%,74%
1,916,4007,Beaufort Co-operative Academy,140011,0,AC,178,38.1,-0.72,-0.91,-0.53,8%,3%,14%,4%,43%,40%
1,916,6906,Gloucester Academy,136199,0,AC,124,32.8,-1.12,-1.35,-0.89,49%,10%,19%,11%,44%,39%
1,916,5407,Rednock School,115758,0,FD,218,45.5,-0.05,-0.22,0.12,27%,14%,33%,18%,59%,57%
1,916,4012,Barnwood Park Arts College,115720,0,FD,119,44.4,-0.28,-0.5,-0.05,30%,17%,39%,20%,63%,61%
1,916,5419,Cirencester Kingshill School,137217,0,ACC,152,47.5,-0.04,-0.25,0.16,28%,18%,37%,19%,65%,63%
1,916,5404,The Crypt School,136578,0,ACC,117,66.3,0.43,0.2,0.66,46%,43%,96%,43%,98%,98%
1,916,6032,St Edward's School,115794,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,916,5418,Cheltenham Bournside School and Sixth Form Centre,136725,0,ACC,247,47.7,-0.06,-0.22,0.1,28%,17%,39%,18%,67%,63%
2,916,7023,Belmont School,131549,0,CYS,15,1.4,-1.73,-2.4,-1.05,0%,0%,0%,0%,0%,0%
2,916,7015,Bettridge School,115821,0,CYS,7,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE
1,916,5422,Dene Magna School,137387,0,ACC,144,45.7,0.06,-0.14,0.27,34%,17%,40%,18%,69%,69%
1,916,5424,Maidenhill School,115775,0,FD,95,39.5,-0.36,-0.61,-0.11,8%,7%,27%,7%,49%,46%
1,916,6019,Westonbirt School,115789,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,916,7019,Alderman Knight School,115825,0,CYS,23,2.2,-1.99,-2.53,-1.45,0%,0%,0%,0%,0%,0%
1,916,5428,Sir William Romney's School,136985,0,ACC,95,44.4,0.02,-0.24,0.27,35%,8%,36%,12%,64%,62%
1,916,6033,Cheltenham College,115795,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,916,5402,Stroud High School,136874,0,ACC,124,74.8,0.92,0.68,1.16,66%,61%,96%,62%,99%,98%
2,916,7001,Peak Academy,138429,0,ACS,10,5.4,-2.55,-3.32,-1.78,0%,0%,0%,0%,0%,0%
1,916,5403,Pate's Grammar School,136353,0,ACC,122,79.3,0.74,0.49,0.99,85%,84%,98%,84%,98%,98%
1,916,5411,Newent Community School and Sixth Form Centre,138746,0,ACC,165,43.3,-0.19,-0.39,0.01,23%,13%,33%,15%,62%,58%
1,916,4064,Severn Vale School,137298,0,ACC,229,45.9,0.05,-0.11,0.21,12%,5%,38%,6%,66%,63%
1,916,6078,Focus School - Gloucester Campus,134463,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,916,5400,Ribston Hall High School,136767,0,ACC,116,62.3,0.23,-0.02,0.47,45%,40%,76%,41%,95%,94%
1,916,4003,Millbrook Academy,137690,0,AC,63,37.2,-0.87,-1.19,-0.56,25%,6%,22%,6%,38%,37%
1,916,4600,St Peter's Catholic High School and Sixth Form Centre,136982,0,ACC,239,45.1,-0.28,-0.45,-0.12,25%,13%,35%,19%,67%,64%
1,916,5420,Cirencester Deer Park School,136527,0,ACC,207,48.7,0.01,-0.16,0.18,42%,21%,45%,24%,72%,70%
1,916,4001,Sir Thomas Rich's School,136306,0,ACC,124,71.9,0.67,0.43,0.91,88%,79%,98%,79%,100%,100%
1,916,5415,Wyedean School and 6th Form Centre,137382,0,ACC,164,49.7,LOWCOV,LOWCOV,LOWCOV,22%,15%,52%,16%,74%,71%
4,916, , , , , ,6167,48.2,-0.1,-0.14,-0.07,35.00%,23.60%,45.80%,26.00%,67.50%,65.20%
2,916,6040,Cotswold Chine School,115802,0,INDSPEC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,916,4068,Thomas Keble School,137059,0,ACC,139,46.7,-0.01,-0.22,0.2,35%,17%,50%,21%,71%,68%
1,916,5409,Churchdown School,137634,0,ACC,204,43.8,0.09,-0.08,0.27,19%,9%,26%,11%,49%,48%
2,916,7018,Paternoster School,115824,0,CYS,3,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,916,4006,The Forest High School,138496,0,AC,47,35.4,-0.59,-0.95,-0.23,15%,4%,21%,4%,38%,32%
1,916,4513,Farmor's School,137097,0,ACC,119,51.1,-0.06,-0.28,0.16,52%,41%,55%,49%,79%,73%
1,916,6036,Cheltenham Ladies' College,115798,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,916,4032,Archway School,115723,0,CY,208,42.7,-0.48,-0.65,-0.31,9%,3%,34%,4%,61%,59%
1,916,6035,Dean Close School,115797,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,916,6072,The Marlowe School,115809,0,INDSPEC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,916,5408,Balcarras School,136474,0,ACC,194,60.1,0.62,0.45,0.8,71%,51%,77%,56%,93%,92%
1,916,5421,Pittville School,115772,0,FD,83,34.7,-0.4,-0.68,-0.13,16%,7%,24%,7%,43%,43%
1,916,6003,"The King's School, Gloucester",115780,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,916,6031,Wynstones School,115793,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,916,6017,Rendcomb College,115787,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,916,4009,Five Acres High School,144013,0,AC, , , , , , , , , , , 
1,916,6002,Focus School-Berkeley Campus,138871,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,916,5406,Katharine Lady Berkeley's School,137033,0,ACC,228,50.2,-0.15,-0.31,0.02,51%,33%,49%,40%,78%,73%
2,916,7025,Heart of the Forest Community Special School,134190,0,CYS,10,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE
1,916,4010,SGS Berkeley Green UTC,144761,0,UTC, , , , , , , , , , , 
1,916,4002,High School for Girls,136666,0,ACC,116,75.3,0.9,0.66,1.15,99%,93%,97%,95%,100%,100%
1,916,6905,"All Saints' Academy, Cheltenham",136016,0,AC,145,42.4,-0.06,-0.27,0.16,19%,10%,30%,11%,45%,45%
1,916,5417,Winchcombe School,136764,0,ACC,94,46.1,-0.21,-0.46,0.05,27%,18%,48%,22%,65%,61%
1,916,5423,Lakers School,115774,1,FD,114,39,-0.31,-0.54,-0.08,5%,4%,31%,4%,56%,50%
1,916,6073,Al-Ashraf Secondary School for Girls,115810,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,916,7000,Greenfield Academy,138428,0,ACS,4,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
2,916,7024,The Milestone School,131557,0,CYS,17,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE
1,916,6018,Wycliffe College,115788,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,916,4024,Cleeve School,136772,0,ACC,239,48.1,-0.06,-0.22,0.1,58%,30%,39%,38%,69%,67%
2,916,7017,The Shrubberies School,115823,0,CYS,9,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE
1,916,6005,Edward Jenner School,139772,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,916,5405,Tewkesbury School,137752,0,ACC,207,34.6,-1.24,-1.41,-1.07,0%,0%,30%,0%,52%,47%
1,916,4005,The Dean Academy,138421,0,AC,137,39.7,-0.2,-0.41,0.02,18%,10%,27%,13%,50%,47%
1,916,5414,Chipping Campden School,136960,0,ACC,204,50.1,0.12,-0.05,0.3,42%,24%,45%,28%,73%,71%
1,919,4014,Stanborough School,137847,0,ACC,178,45.6,-0.3,-0.48,-0.11,34%,19%,34%,22%,65%,60%
1,919,6905,Francis Combe Academy,135876,0,AC,186,39.5,-0.1,-0.28,0.09,36%,13%,32%,14%,53%,48%
1,919,4029,Adeyfield School,117512,0,FD,111,33.5,-0.68,-0.91,-0.44,20%,4%,14%,4%,33%,32%
1,919,5404,Parmiter's School,136899,0,ACC,205,61.3,0.12,-0.06,0.3,79%,58%,83%,60%,94%,90%
1,919,4028,Sir John Lawes School,137270,0,ACC,189,54.6,0.35,0.17,0.53,55%,41%,56%,47%,80%,79%
1,919,4000,The Priory School,117499,0,FD,172,45.5,0,-0.19,0.19,38%,23%,41%,24%,63%,62%
2,919,7033,Falconer School,117686,0,CYS,15,13.7,-1.27,-1.89,-0.64,0%,0%,0%,0%,7%,7%
1,919,5425,Cheshunt School,117596,0,FD,58,35.4,-0.71,-1.04,-0.38,14%,5%,12%,7%,40%,34%
2,919,7026,Watling View School,117683,0,CYS,9,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE
1,919,6221,Haberdashers' Aske's Boys' School,117648,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,919,6062,Egerton-Rothesay School,117623,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,919,4614,St George's School,138356,0,ACC,196,62,0.65,0.46,0.83,62%,55%,81%,57%,90%,89%
1,919,5405,The Bishop's Stortford High School,117577,0,FD,154,58.2,0.32,0.13,0.52,82%,43%,73%,44%,88%,86%
2,919,7045,Brandles School,131060,0,CYS,13,3.5,-3.41,-4.08,-2.73,0%,0%,0%,0%,0%,0%
1,919,6224,The King's School,117650,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,919,7016,Batchwood School,117674,0,CYS,19,7.5,-1.89,-2.45,-1.34,0%,0%,0%,0%,0%,0%
1,919,6115,St Edmund's College,117633,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,919,7006,St Elizabeth's School,117665,0,NMSS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,919,4004,The Elstree UTC,139416,0,UTC,65,34,-1.27,-1.58,-0.95,0%,0%,26%,0%,51%,49%
1,919,6028,St Christopher School,117612,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,919,7007,Knightsfield School,138485,0,ACCS,3,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,919,4140,Meridian School,137656,0,ACC,122,40.8,-0.38,-0.61,-0.16,16%,6%,28%,7%,63%,55%
1,919,5426,The John Warner School,136607,0,ACC,193,45.2,-0.24,-0.42,-0.07,37%,20%,44%,22%,66%,63%
1,919,6231,Immanuel College,117657,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,919,4066,Barnwell School,117518,0,FD,201,38.4,-0.52,-0.69,-0.34,10%,4%,32%,5%,50%,47%
1,919,4047,Barclay School,117515,0,CY,157,41.8,-0.52,-0.72,-0.33,38%,22%,40%,25%,55%,54%
1,919,4001,Hertswood Academy,138747,0,ACC,208,44,0.13,-0.05,0.3,21%,17%,38%,17%,65%,62%
1,919,5420,The Hertfordshire & Essex High School and Science College,140786,0,ACC,163,61.1,0.76,0.57,0.96,68%,48%,66%,56%,87%,87%
1,919,4802,Yavneh College,136922,0,ACC,148,55.6,0.59,0.38,0.8,40%,26%,58%,30%,78%,75%
1,919,4067,Simon Balle All-Through School,140294,0,ACC,154,57.2,0.68,0.48,0.87,44%,34%,60%,38%,76%,76%
1,919,6047,Sherrardswood School,117622,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,919,7032,Heathlands School,117685,0,CYS,18,9.2,-0.8,-1.39,-0.21,0%,0%,0%,0%,0%,0%
1,919,4007,The Reach Free School,139662,0,F, , , , , , , , , , , 
1,919,4099,Bishop's Hatfield Girls' School,137757,0,ACC,109,51.3,0.27,0.03,0.51,66%,49%,53%,54%,77%,72%
1,919,4504,Tring School,138352,0,ACC,234,49.8,-0.08,-0.24,0.08,35%,21%,55%,22%,78%,74%
1,919,4025,Croxley Danes School,144402,0,F, , , , , , , , , , , 
1,919,6020,Queenswood School,117609,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,919,5412,Nicholas Breakspear Catholic School,137938,0,ACC,70,48.8,0.28,-0.03,0.58,40%,27%,44%,30%,71%,67%
1,919,4008,Hitchin Boys' School,139154,0,ACC,162,53.3,-0.19,-0.38,0,88%,51%,58%,61%,80%,80%
1,919,4013,Presdales School,137985,0,ACC,168,54.6,0.15,-0.04,0.34,88%,58%,60%,67%,85%,77%
1,919,5411,Mount Grace School,137224,0,ACC,142,45.6,-0.06,-0.26,0.15,32%,13%,39%,15%,65%,65%
1,919,5414,The Marlborough Science Academy,138042,0,ACC,168,45.8,-0.15,-0.34,0.04,53%,20%,43%,23%,67%,64%
1,919,4087,Sir Frederic Osborn School,117525,0,FD,108,36.5,-0.71,-0.95,-0.47,38%,18%,27%,22%,55%,49%
1,919,6036,Merchant Taylors' School,117616,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,919,5415,Goffs School,137532,0,ACC,203,52.3,0.36,0.19,0.53,80%,46%,55%,53%,75%,74%
2,919,7042,Greenside School,117690,0,CYS,11,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE
1,919,6165,Royal Masonic School for Girls,117641,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,919,4005,The Hemel Hempstead School,117500,0,FD,178,50.4,0.02,-0.16,0.21,51%,36%,53%,40%,78%,71%
1,919,6220,St Albans School,117647,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,919,5410,Queens' School,136877,0,ACC,257,56.5,0.29,0.14,0.45,57%,37%,65%,39%,84%,82%
1,919,5419,Chancellor's School,117591,0,FD,173,49.1,-0.03,-0.22,0.16,44%,29%,52%,34%,75%,71%
1,919,4606,Townsend CofE School,117555,0,VA,101,43.7,-0.32,-0.56,-0.07,33%,12%,39%,12%,64%,62%
1,919,4104,The Nobel School,117530,0,FD,225,43.1,-0.28,-0.45,-0.12,24%,16%,38%,17%,63%,58%
1,919,6005,Berkhamsted Senior School,117604,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,919,4620,Loreto College,138106,0,ACC,148,59.2,0.74,0.54,0.94,79%,54%,64%,61%,85%,85%
1,919,4021,The Watford UTC,141004,0,UTC,40,35.9,-1.15,-1.56,-0.74,8%,8%,25%,8%,58%,50%
1,919,4012,The Da Vinci Studio School of Creative Enterprise,139902,0,SS,37,25.9,-1.37,-1.78,-0.96,0%,0%,14%,0%,22%,22%
1,919,4154,Onslow St Audrey's School,137792,0,ACC,100,34.3,-0.89,-1.15,-0.62,22%,8%,20%,9%,47%,39%
1,919,5416,Leventhorpe,137156,0,ACC,177,52.5,-0.09,-0.28,0.09,31%,21%,54%,23%,80%,76%
2,919,7014,Hailey Hall School,142257,0,ACCS,20,8.2,-1.65,-2.24,-1.06,0%,0%,0%,0%,0%,0%
1,919,5406,Ashlyns School,117578,0,FD,208,50.8,0.04,-0.14,0.21,42%,29%,57%,31%,74%,68%
